1,9.5,0.387
1,9.5,0.409
1,9.5,0.473
1,9.5,0.497
1,9.5,0.519
1,9.75,0.359
1,9.75,0.395
1,9.75,0.465
1,9.75,0.484
1,9.75,0.505
1,10,0.373
1,10,0.391
1,10,0.454
1,10,0.463
1,10,0.5
1,10.25,0.372
1,10.25,0.432
1,10.25,0.459
1,10.25,0.471
1,10.25,0.487
1,10.5,0.372
1,10.5,0.373
1,10.5,0.454
1,10.5,0.482
1,10.5,0.511
1,10.75,0.337
1,10.75,0.354
1,10.75,0.417
1,10.75,0.47
1,10.75,0.517
1,11,0.315
1,11,0.346
1,11,0.445
1,11,0.491
1,11,0.536
1,11.25,0.362
1,11.25,0.367
1,11.25,0.43
1,11.25,0.461
1,11.25,0.536
1,11.5,0.366
1,11.5,0.377
1,11.5,0.425
1,11.5,0.425
1,11.5,0.544
1,11.75,0.344
1,11.75,0.36
1,11.75,0.439
1,11.75,0.459
1,11.75,0.508
1,12,0.341
1,12,0.372
1,12,0.424
1,12,0.46
1,12,0.475
1,12.25,0.319
1,12.25,0.395
1,12.25,0.447
1,12.25,0.448
1,12.25,0.474
1,12.5,0.331
1,12.5,0.376
1,12.5,0.46
1,12.5,0.477
1,12.5,0.482
1,12.75,0.356
1,12.75,0.369
1,12.75,0.424
1,12.75,0.439
1,12.75,0.506
1,13,0.343
1,13,0.404
1,13,0.44
1,13,0.448
1,13,0.473
1,13.25,0.339
1,13.25,0.344
1,13.25,0.429
1,13.25,0.468
1,13.25,0.475
1,13.5,0.36
1,13.5,0.367
1,13.5,0.437
1,13.5,0.461
1,13.5,0.482
1,13.75,0.332
1,13.75,0.386
1,13.75,0.425
1,13.75,0.441
1,13.75,0.448
1,14,0.317
1,14,0.33
1,14,0.401
1,14,0.451
1,14,0.455
1,14.25,0.277
1,14.25,0.32
1,14.25,0.401
1,14.25,0.443
1,14.25,0.494
1,14.5,0.293
1,14.5,0.342
1,14.5,0.35
1,14.5,0.433
1,14.5,0.496
1,14.75,0.337
1,14.75,0.341
1,14.75,0.372
1,14.75,0.415
1,14.75,0.433
1,15,0.326
1,15,0.331
1,15,0.401
1,15,0.442
1,15,0.443
1,15.25,0.316
1,15.25,0.327
1,15.25,0.399
1,15.25,0.411
1,15.25,0.458
1,15.5,0.333
1,15.5,0.349
1,15.5,0.391
1,15.5,0.434
1,15.5,0.487
1,15.75,0.331
1,15.75,0.376
1,15.75,0.38
1,15.75,0.454
1,15.75,0.517
1,16,0.317
1,16,0.337
1,16,0.412
1,16,0.489
1,16,0.524
1,16.25,0.287
1,16.25,0.33
1,16.25,0.429
1,16.25,0.487
1,16.25,0.547
1,16.5,0.309
1,16.5,0.356
1,16.5,0.423
1,16.5,0.48
1,16.5,0.518
1,16.75,0.346
1,16.75,0.399
1,16.75,0.41
1,16.75,0.42
1,16.75,0.495
1,17,0.322
1,17,0.414
1,17,0.415
1,17,0.434
1,17,0.49
1,17.25,0.321
1,17.25,0.399
1,17.25,0.43
1,17.25,0.436
1,17.25,0.507
1,17.5,0.382
1,17.5,0.385
1,17.5,0.419
1,17.5,0.425
1,17.5,0.427
1,17.75,0.365
1,17.75,0.409
1,17.75,0.419
1,17.75,0.421
1,17.75,0.449
1,18,0.362
1,18,0.4
1,18,0.413
1,18,0.449
1,18,0.452
1,18.25,0.348
1,18.25,0.399
1,18.25,0.424
1,18.25,0.43
1,18.25,0.457
1,18.5,0.383
1,18.5,0.436
1,18.5,0.456
1,18.5,0.47
1,18.5,0.474
1,18.75,0.364
1,18.75,0.426
1,18.75,0.427
1,18.75,0.451
1,18.75,0.462
1,19,0.369
1,19,0.435
1,19,0.457
1,19,0.462
1,19,0.478
1,19.25,0.386
1,19.25,0.454
1,19.25,0.463
1,19.25,0.471
1,19.25,0.483
1,19.5,0.417
1,19.5,0.418
1,19.5,0.469
1,19.5,0.472
1,19.5,0.509
1,19.75,0.41
1,19.75,0.441
1,19.75,0.446
1,19.75,0.486
1,19.75,0.491
1,20,0.41
1,20,0.456
1,20,0.458
1,20,0.466
1,20,0.514
1,20.25,0.405
1,20.25,0.458
1,20.25,0.477
1,20.25,0.486
1,20.25,0.507
1,20.5,0.385
1,20.5,0.451
1,20.5,0.476
1,20.5,0.524
1,20.5,0.535
1,20.75,0.374
1,20.75,0.441
1,20.75,0.469
1,20.75,0.49
1,20.75,0.532
1,21,0.376
1,21,0.43
1,21,0.48
1,21,0.509
1,21,0.517
1,21.25,0.358
1,21.25,0.416
1,21.25,0.479
1,21.25,0.495
1,21.25,0.508
1,21.5,0.405
1,21.5,0.422
1,21.5,0.489
1,21.5,0.497
1,21.5,0.509
1,21.75,0.401
1,21.75,0.407
1,21.75,0.437
1,21.75,0.463
1,21.75,0.491
2,22,0.399
2,22,0.443
2,22,0.477
2,22.25,0.401
2,22.25,0.427
2,22.25,0.458
2,22.5,0.383
2,22.5,0.411
2,22.5,0.469
2,22.5,0.506
2,22.75,0.368
2,22.75,0.391
2,22.75,0.423
2,22.75,0.424
2,23,0.351
2,23,0.376
2,23,0.395
2,23,0.409
2,23.25,0.33
2,23.25,0.37
2,23.25,0.375
2,23.25,0.383
2,23.5,0.304
2,23.5,0.348
2,23.5,0.355
2,23.5,0.388
2,23.75,0.288
2,23.75,0.313
2,23.75,0.337
2,23.75,0.348
2,0,0.207
2,0,0.211
2,0,0.288
2,0,0.338
2,0,0.396
2,0.25,0.189
2,0.25,0.21
2,0.25,0.259
2,0.25,0.263
2,0.25,0.352
2,0.5,0.213
2,0.5,0.218
2,0.5,0.266
2,0.5,0.282
2,0.5,0.339
2,0.75,0.176
2,0.75,0.189
2,0.75,0.243
2,0.75,0.247
2,0.75,0.337
2,1,0.174
2,1,0.18
2,1,0.248
2,1,0.257
2,1,0.325
2,1.25,0.147
2,1.25,0.172
2,1.25,0.224
2,1.25,0.258
2,1.25,0.315
2,1.5,0.15
2,1.5,0.237
2,1.5,0.278
2,1.5,0.284
2,1.75,0.163
2,1.75,0.222
2,1.75,0.28
2,1.75,0.305
2,2,0.167
2,2,0.209
2,2,0.254
2,2,0.279
2,2.25,0.158
2,2.25,0.175
2,2.25,0.202
2,2.25,0.237
2,2.25,0.264
2,2.5,0.162
2,2.5,0.217
2,2.5,0.229
2,2.5,0.279
2,2.75,0.157
2,2.75,0.156
2,2.75,0.205
2,2.75,0.239
2,2.75,0.29
2,3,0.157
2,3,0.155
2,3,0.203
2,3,0.216
2,3,0.278
2,3.25,0.164
2,3.25,0.152
2,3.25,0.198
2,3.25,0.226
2,3.25,0.276
2,3.5,0.16
2,3.5,0.148
2,3.5,0.219
2,3.5,0.237
2,3.5,0.278
2,3.75,0.152
2,3.75,0.207
2,3.75,0.224
2,3.75,0.269
2,4,0.151
2,4,0.217
2,4,0.227
2,4,0.301
2,4.25,0.157
2,4.25,0.217
2,4.25,0.252
2,4.25,0.291
2,4.5,0.155
2,4.5,0.169
2,4.5,0.233
2,4.5,0.273
2,4.5,0.296
2,4.75,0.165
2,4.75,0.205
2,4.75,0.213
2,4.75,0.28
2,4.75,0.319
2,5,0.181
2,5,0.218
2,5,0.243
2,5,0.26
2,5,0.325
2,5.25,0.181
2,5.25,0.214
2,5.25,0.287
2,5.25,0.316
2,5.25,0.349
2,5.5,0.213
2,5.5,0.264
2,5.5,0.269
2,5.5,0.373
2,5.5,0.39
2,5.75,0.23
2,5.75,0.294
2,5.75,0.35
2,5.75,0.421
2,5.75,0.423
2,6,0.244
2,6,0.305
2,6,0.344
2,6,0.429
2,6,0.472
2,6.25,0.256
2,6.25,0.371
2,6.25,0.377
2,6.25,0.452
2,6.25,0.492
2,6.5,0.287
2,6.5,0.388
2,6.5,0.433
2,6.5,0.475
2,6.5,0.487
2,6.75,0.342
2,6.75,0.45
2,6.75,0.507
2,6.75,0.538
2,7,0.355
2,7,0.436
2,7,0.476
2,7.25,0.402
2,7.25,0.412
2,7.25,0.495
2,7.25,0.526
2,7.5,0.393
2,7.5,0.416
2,7.5,0.488
2,7.5,0.502
2,7.75,0.411
2,7.75,0.418
2,7.75,0.531
2,7.75,0.549
2,8,0.42
2,8,0.475
2,8,0.496
2,8.25,0.397
2,8.25,0.496
2,8.25,0.535
2,8.25,0.537
2,8.5,0.367
2,8.5,0.48
2,8.5,0.492
2,8.5,0.495
2,8.5,0.515
2,8.75,0.372
2,8.75,0.447
2,8.75,0.48
2,8.75,0.499
2,8.75,0.513
2,9,0.334
2,9,0.433
2,9,0.446
2,9,0.45
2,9,0.514
2,9.25,0.304
2,9.25,0.414
2,9.25,0.433
2,9.25,0.445
2,9.25,0.491
2,9.5,0.29
2,9.5,0.409
2,9.5,0.427
2,9.5,0.443
2,9.5,0.481
2,9.75,0.32
2,9.75,0.401
2,9.75,0.434
2,9.75,0.446
2,9.75,0.456
2,10,0.413
2,10,0.426
2,10,0.431
2,10,0.443
2,10.25,0.415
2,10.25,0.42
2,10.25,0.462
2,10.25,0.462
2,10.5,0.43
2,10.5,0.434
2,10.5,0.439
2,10.5,0.443
2,10.75,0.416
2,10.75,0.422
2,10.75,0.437
2,10.75,0.482
2,11,0.436
2,11,0.44
2,11,0.45
2,11,0.485
2,11.25,0.426
2,11.25,0.43
2,11.25,0.445
2,11.25,0.456
2,11.5,0.412
2,11.5,0.417
2,11.5,0.435
2,11.5,0.443
2,11.75,0.407
2,11.75,0.421
2,11.75,0.433
2,11.75,0.438
2,12,0.392
2,12,0.399
2,12,0.406
2,12,0.441
2,12.25,0.394
2,12.25,0.409
2,12.25,0.44
2,12.25,0.445
2,12.5,0.414
2,12.5,0.424
2,12.5,0.432
2,12.5,0.435
2,12.75,0.36
2,12.75,0.43
2,12.75,0.441
2,12.75,0.455
2,13,0.345
2,13,0.422
2,13,0.445
2,13,0.484
2,13.25,0.356
2,13.25,0.399
2,13.25,0.453
2,13.25,0.477
2,13.5,0.353
2,13.5,0.404
2,13.5,0.407
2,13.5,0.448
2,13.75,0.362
2,13.75,0.398
2,13.75,0.399
2,13.75,0.427
2,14,0.339
2,14,0.375
2,14,0.424
2,14,0.431
2,14.25,0.318
2,14.25,0.378
2,14.25,0.4
2,14.25,0.429
2,14.5,0.335
2,14.5,0.359
2,14.5,0.412
2,14.5,0.431
2,14.75,0.315
2,14.75,0.366
2,14.75,0.425
2,14.75,0.466
2,15,0.327
2,15,0.362
2,15,0.404
2,15,0.425
2,15.25,0.329
2,15.25,0.368
2,15.25,0.378
2,15.25,0.452
2,15.5,0.355
2,15.5,0.376
2,15.5,0.414
2,15.5,0.465
2,15.75,0.319
2,15.75,0.382
2,15.75,0.39
2,15.75,0.46
2,16,0.305
2,16,0.364
2,16,0.402
2,16,0.43
2,16.25,0.346
2,16.25,0.376
2,16.25,0.419
2,16.25,0.444
2,16.5,0.366
2,16.5,0.37
2,16.5,0.47
2,16.5,0.476
2,16.75,0.341
2,16.75,0.397
2,16.75,0.459
2,16.75,0.462
2,17,0.352
2,17,0.383
2,17,0.441
2,17,0.46
2,17.25,0.358
2,17.25,0.384
2,17.25,0.459
2,17.25,0.461
2,17.5,0.368
2,17.5,0.405
2,17.5,0.449
2,17.5,0.451
2,17.75,0.386
2,17.75,0.419
2,17.75,0.454
2,17.75,0.482
2,18,0.399
2,18,0.418
2,18,0.442
2,18,0.5
2,18.25,0.406
2,18.25,0.407
2,18.25,0.441
2,18.25,0.541
2,18.5,0.388
2,18.5,0.404
2,18.5,0.453
2,18.5,0.522
2,18.75,0.388
2,18.75,0.395
2,18.75,0.481
2,18.75,0.493
2,19,0.411
2,19,0.412
2,19,0.456
2,19,0.531
2,19.25,0.393
2,19.25,0.446
2,19.25,0.464
2,19.5,0.396
2,19.5,0.425
2,19.5,0.484
2,19.5,0.528
2,19.75,0.414
2,19.75,0.445
2,19.75,0.482
2,20,0.435
2,20,0.452
2,20,0.511
2,20,0.523
2,20.25,0.446
2,20.25,0.47
2,20.25,0.488
2,20.25,0.535
2,20.5,0.435
2,20.5,0.476
2,20.5,0.512
2,20.5,0.544
2,20.75,0.435
2,20.75,0.453
2,20.75,0.492
2,20.75,0.546
2,21,0.433
2,21,0.443
2,21,0.474
2,21.25,0.443
2,21.25,0.454
2,21.25,0.459
2,21.25,0.501
2,21.5,0.438
2,21.5,0.451
2,21.5,0.488
2,21.5,0.497
2,21.75,0.399
2,21.75,0.437
2,21.75,0.456
2,21.75,0.53
3,22,0.367
3,22,0.38
3,22,0.389
3,22,0.418
3,22.25,0.331
3,22.25,0.371
3,22.25,0.394
3,22.25,0.401
3,22.5,0.302
3,22.5,0.383
3,22.5,0.386
3,22.5,0.41
3,22.75,0.313
3,22.75,0.343
3,22.75,0.363
3,22.75,0.381
3,23,0.31
3,23,0.345
3,23,0.353
3,23,0.374
3,23.25,0.297
3,23.25,0.305
3,23.25,0.367
3,23.25,0.401
3,23.5,0.299
3,23.5,0.301
3,23.5,0.342
3,23.5,0.384
3,23.75,0.299
3,23.75,0.305
3,23.75,0.347
3,23.75,0.349
3,0,0.258
3,0,0.287
3,0,0.33
3,0,0.333
3,0.25,0.27
3,0.25,0.299
3,0.25,0.303
3,0.25,0.338
3,0.5,0.245
3,0.5,0.264
3,0.5,0.297
3,0.5,0.322
3,0.75,0.227
3,0.75,0.26
3,0.75,0.294
3,0.75,0.297
3,1,0.213
3,1,0.274
3,1,0.286
3,1,0.29
3,1.25,0.219
3,1.25,0.27
3,1.25,0.277
3,1.25,0.3
3,1.5,0.209
3,1.5,0.26
3,1.5,0.274
3,1.5,0.282
3,1.75,0.194
3,1.75,0.247
3,1.75,0.247
3,1.75,0.257
3,2,0.196
3,2,0.239
3,2,0.251
3,2,0.255
3,2.25,0.219
3,2.25,0.237
3,2.25,0.241
3,2.25,0.243
3,2.5,0.211
3,2.5,0.218
3,2.5,0.238
3,2.5,0.255
3,2.75,0.181
3,2.75,0.197
3,2.75,0.229
3,2.75,0.242
3,3,0.185
3,3,0.204
3,3,0.235
3,3,0.237
3,3.25,0.194
3,3.25,0.216
3,3.25,0.233
3,3.25,0.243
3,3.5,0.215
3,3.5,0.22
3,3.5,0.246
3,3.5,0.271
3,3.75,0.19
3,3.75,0.222
3,3.75,0.26
3,3.75,0.272
3,4,0.194
3,4,0.223
3,4,0.265
3,4,0.28
3,4.25,0.193
3,4.25,0.247
3,4.25,0.263
3,4.25,0.267
3,4.5,0.22
3,4.5,0.249
3,4.5,0.255
3,4.5,0.278
3,4.75,0.221
3,4.75,0.26
3,4.75,0.272
3,4.75,0.272
3,5,0.224
3,5,0.263
3,5,0.274
3,5,0.303
3,5.25,0.237
3,5.25,0.275
3,5.25,0.291
3,5.25,0.302
3,5.5,0.271
3,5.5,0.285
3,5.5,0.321
3,5.5,0.329
3,5.75,0.284
3,5.75,0.297
3,5.75,0.323
3,5.75,0.346
3,6,0.306
3,6,0.351
3,6,0.352
3,6,0.371
3,6.25,0.374
3,6.25,0.384
3,6.25,0.414
3,6.25,0.419
3,6.5,0.406
3,6.5,0.416
3,6.5,0.423
3,6.5,0.443
3,6.75,0.415
3,6.75,0.463
3,6.75,0.474
3,6.75,0.486
3,7,0.448
3,7,0.502
3,7.25,0.481
3,7.25,0.547
3,7.5,0.481
3,7.5,0.51
3,7.5,0.549
3,7.75,0.482
3,7.75,0.493
3,7.75,0.523
3,8,0.468
3,8,0.525
3,8,0.535
3,8.25,0.47
3,8.25,0.517
3,8.25,0.548
3,8.5,0.462
3,8.5,0.523
3,8.75,0.447
3,8.75,0.492
3,8.75,0.505
3,9,0.45
3,9,0.469
3,9,0.537
3,9.25,0.423
3,9.25,0.5
3,9.25,0.513
3,9.5,0.416
3,9.5,0.488
3,9.5,0.494
3,9.75,0.409
3,9.75,0.479
3,9.75,0.497
3,10,0.407
3,10,0.479
3,10,0.487
3,10.25,0.407
3,10.25,0.47
3,10.25,0.513
3,10.25,0.525
3,10.5,0.39
3,10.5,0.425
3,10.5,0.482
3,10.5,0.505
3,10.75,0.345
3,10.75,0.433
3,10.75,0.459
3,10.75,0.48
3,11,0.37
3,11,0.423
3,11,0.47
3,11,0.471
3,11.25,0.382
3,11.25,0.411
3,11.25,0.465
3,11.25,0.481
3,11.5,0.399
3,11.5,0.428
3,11.5,0.442
3,11.5,0.49
3,11.75,0.387
3,11.75,0.409
3,11.75,0.462
3,11.75,0.473
3,12,0.365
3,12,0.451
3,12,0.452
3,12,0.455
3,12.25,0.349
3,12.25,0.426
3,12.25,0.444
3,12.25,0.45
3,12.5,0.369
3,12.5,0.42
3,12.5,0.451
3,12.5,0.475
3,12.75,0.392
3,12.75,0.448
3,12.75,0.455
3,12.75,0.464
3,13,0.38
3,13,0.394
3,13,0.421
3,13,0.469
3,13.25,0.341
3,13.25,0.379
3,13.25,0.432
3,13.25,0.455
3,13.5,0.364
3,13.5,0.393
3,13.5,0.408
3,13.5,0.437
3,13.75,0.349
3,13.75,0.364
3,13.75,0.405
3,13.75,0.428
3,14,0.328
3,14,0.4
3,14,0.403
3,14,0.437
3,14.25,0.355
3,14.25,0.404
3,14.25,0.422
3,14.25,0.427
3,14.5,0.347
3,14.5,0.398
3,14.5,0.399
3,14.5,0.445
3,14.75,0.335
3,14.75,0.394
3,14.75,0.442
3,14.75,0.448
3,15,0.358
3,15,0.41
3,15,0.421
3,15,0.422
3,15.25,0.32
3,15.25,0.402
3,15.25,0.423
3,15.25,0.433
3,15.5,0.367
3,15.5,0.396
3,15.5,0.421
3,15.5,0.428
3,15.75,0.379
3,15.75,0.384
3,15.75,0.41
3,15.75,0.443
3,16,0.349
3,16,0.399
3,16,0.431
3,16,0.455
3,16.25,0.367
3,16.25,0.401
3,16.25,0.46
3,16.25,0.461
3,16.5,0.378
3,16.5,0.4
3,16.5,0.44
3,16.5,0.457
3,16.75,0.377
3,16.75,0.398
3,16.75,0.431
3,16.75,0.443
3,17,0.365
3,17,0.402
3,17,0.455
3,17,0.466
3,17.25,0.374
3,17.25,0.425
3,17.25,0.435
3,17.25,0.468
3,17.5,0.377
3,17.5,0.452
3,17.5,0.456
3,17.5,0.464
3,17.75,0.375
3,17.75,0.427
3,17.75,0.445
3,17.75,0.453
3,18,0.347
3,18,0.428
3,18,0.431
3,18,0.462
3,18.25,0.345
3,18.25,0.385
3,18.25,0.439
3,18.25,0.448
3,18.5,0.36
3,18.5,0.389
3,18.5,0.423
3,18.5,0.446
3,18.75,0.396
3,18.75,0.409
3,18.75,0.42
3,18.75,0.508
3,19,0.393
3,19,0.416
3,19,0.422
3,19,0.489
3,19.25,0.37
3,19.25,0.39
3,19.25,0.407
3,19.25,0.458
3,19.5,0.388
3,19.5,0.398
3,19.5,0.406
3,19.5,0.42
3,19.75,0.382
3,19.75,0.424
3,19.75,0.449
3,19.75,0.457
3,20,0.397
3,20,0.41
3,20,0.43
3,20,0.461
3,20.25,0.378
3,20.25,0.429
3,20.25,0.458
3,20.25,0.483
3,20.5,0.388
3,20.5,0.401
3,20.5,0.45
3,20.5,0.482
3,20.75,0.359
3,20.75,0.374
3,20.75,0.449
3,20.75,0.465
3,21,0.362
3,21,0.379
3,21,0.405
3,21,0.42
3,21.25,0.36
3,21.25,0.382
3,21.25,0.404
3,21.25,0.412
3,21.5,0.354
3,21.5,0.408
3,21.5,0.418
3,21.5,0.445
3,21.75,0.331
3,21.75,0.393
3,21.75,0.4
3,21.75,0.44
4,22,0.303
4,22,0.33
4,22,0.377
4,22,0.469
4,22.25,0.302
4,22.25,0.36
4,22.25,0.397
4,22.25,0.458
4,22.5,0.267
4,22.5,0.374
4,22.5,0.421
4,22.5,0.446
4,22.75,0.26
4,22.75,0.37
4,22.75,0.397
4,22.75,0.548
4,23,0.232
4,23,0.351
4,23,0.438
4,23.25,0.214
4,23.25,0.351
4,23.25,0.393
4,23.5,0.192
4,23.5,0.333
4,23.5,0.35
4,23.75,0.206
4,23.75,0.343
4,23.75,0.345
4,23.75,0.448
4,0,0.246
4,0,0.296
4,0,0.317
4,0,0.348
4,0.25,0.222
4,0.25,0.284
4,0.25,0.308
4,0.25,0.337
4,0.5,0.223
4,0.5,0.267
4,0.5,0.285
4,0.5,0.308
4,0.75,0.216
4,0.75,0.256
4,0.75,0.289
4,0.75,0.318
4,1,0.224
4,1,0.247
4,1,0.286
4,1,0.293
4,1.25,0.25
4,1.25,0.251
4,1.25,0.261
4,1.25,0.282
4,1.5,0.213
4,1.5,0.244
4,1.5,0.265
4,1.5,0.273
4,1.75,0.191
4,1.75,0.226
4,1.75,0.246
4,1.75,0.289
4,2,0.187
4,2,0.233
4,2,0.233
4,2,0.296
4,2.25,0.198
4,2.25,0.232
4,2.25,0.239
4,2.25,0.271
4,2.5,0.192
4,2.5,0.222
4,2.5,0.229
4,2.5,0.256
4,2.75,0.182
4,2.75,0.207
4,2.75,0.209
4,2.75,0.234
4,3,0.173
4,3,0.21
4,3,0.225
4,3,0.232
4,3.25,0.202
4,3.25,0.212
4,3.25,0.237
4,3.25,0.239
4,3.5,0.197
4,3.5,0.211
4,3.5,0.229
4,3.5,0.245
4,3.75,0.178
4,3.75,0.209
4,3.75,0.23
4,3.75,0.249
4,4,0.173
4,4,0.203
4,4,0.22
4,4,0.25
4,4.25,0.199
4,4.25,0.207
4,4.25,0.224
4,4.25,0.238
4,4.5,0.193
4,4.5,0.216
4,4.5,0.225
4,4.5,0.24
4,4.75,0.2
4,4.75,0.231
4,4.75,0.238
4,4.75,0.242
4,5,0.207
4,5,0.228
4,5,0.258
4,5,0.267
4,5.25,0.218
4,5.25,0.229
4,5.25,0.258
4,5.25,0.266
4,5.5,0.23
4,5.5,0.246
4,5.5,0.272
4,5.5,0.286
4,5.75,0.23
4,5.75,0.241
4,5.75,0.291
4,5.75,0.292
4,6,0.251
4,6,0.258
4,6,0.284
4,6,0.316
4,6.25,0.259
4,6.25,0.293
4,6.25,0.307
4,6.25,0.308
4,6.5,0.275
4,6.5,0.311
4,6.5,0.321
4,6.5,0.321
4,6.75,0.282
4,6.75,0.299
4,6.75,0.331
4,6.75,0.351
4,7,0.301
4,7,0.309
4,7,0.378
4,7,0.391
4,7.25,0.332
4,7.25,0.356
4,7.25,0.395
4,7.25,0.413
4,7.5,0.35
4,7.5,0.36
4,7.5,0.384
4,7.5,0.422
4,7.75,0.342
4,7.75,0.366
4,7.75,0.401
4,7.75,0.417
4,8,0.368
4,8,0.37
4,8,0.437
4,8,0.476
4,8.25,0.391
4,8.25,0.406
4,8.25,0.434
4,8.25,0.486
4,8.5,0.394
4,8.5,0.42
4,8.5,0.449
4,8.5,0.487
4,8.75,0.412
4,8.75,0.445
4,8.75,0.485
4,8.75,0.49
4,9,0.402
4,9,0.419
4,9,0.509
4,9,0.542
4,9.25,0.403
4,9.25,0.434
4,9.25,0.523
4,9.25,0.542
4,9.5,0.409
4,9.5,0.428
4,9.5,0.513
4,9.5,0.54
4,9.75,0.41
4,9.75,0.443
4,9.75,0.503
4,9.75,0.526
4,10,0.389
4,10,0.422
4,10,0.504
4,10,0.512
4,10.25,0.413
4,10.25,0.448
4,10.25,0.506
4,10.25,0.538
4,10.5,0.447
4,10.5,0.458
4,10.5,0.496
4,10.5,0.514
4,10.75,0.421
4,10.75,0.442
4,10.75,0.508
4,10.75,0.53
4,11,0.401
4,11,0.455
4,11,0.498
4,11,0.515
4,11.25,0.407
4,11.25,0.475
4,11.25,0.499
4,11.25,0.549
4,11.5,0.409
4,11.5,0.453
4,11.5,0.491
4,11.75,0.416
4,11.75,0.424
4,11.75,0.472
4,11.75,0.52
4,12,0.404
4,12,0.418
4,12,0.458
4,12,0.477
4,12.25,0.418
4,12.25,0.426
4,12.25,0.469
4,12.25,0.511
4,12.5,0.446
4,12.5,0.455
4,12.5,0.496
4,12.75,0.409
4,12.75,0.43
4,12.75,0.488
4,12.75,0.495
4,13,0.409
4,13,0.415
4,13,0.479
4,13,0.483
4,13.25,0.39
4,13.25,0.402
4,13.25,0.462
4,13.25,0.471
4,13.5,0.367
4,13.5,0.412
4,13.5,0.459
4,13.5,0.478
4,13.75,0.415
4,13.75,0.417
4,13.75,0.47
4,13.75,0.479
4,14,0.401
4,14,0.409
4,14,0.453
4,14,0.511
4,14.25,0.367
4,14.25,0.395
4,14.25,0.433
4,14.25,0.477
4,14.5,0.378
4,14.5,0.397
4,14.5,0.442
4,14.5,0.491
4,14.75,0.364
4,14.75,0.412
4,14.75,0.419
4,14.75,0.499
4,15,0.338
4,15,0.374
4,15,0.41
4,15,0.491
4,15.25,0.341
4,15.25,0.391
4,15.25,0.391
4,15.25,0.511
4,15.5,0.346
4,15.5,0.399
4,15.5,0.409
4,15.5,0.467
4,15.75,0.348
4,15.75,0.38
4,15.75,0.403
4,15.75,0.459
4,16,0.359
4,16,0.363
4,16,0.405
4,16,0.482
4,16.25,0.311
